Source;Target;Relationship type;Pääluokka;Alaluokka;Tapaus_ID
1121;2631;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2265
2539;1285;1–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2266
2539;2237;1–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2266
2539;2282;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2266
1285;2237;4–4;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2266
1285;2282;4–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2266
2237;2282;4–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2266
1285;2282;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2267
1289;3093;1–3;Perintö;Pesänjako, erojako;2268
1289;2237;1–3;Perintö;Pesänjako, erojako;2268
1289;2756;1–3;Perintö;Pesänjako, erojako;2268
1289;1285;1–2;Perintö;Pesänjako, erojako;2268
3093;2237;3–3;Perintö;Pesänjako, erojako;2268
3093;2756;3–3;Perintö;Pesänjako, erojako;2268
3093;1285;3–2;Perintö;Pesänjako, erojako;2268
2237;2756;3–3;Perintö;Pesänjako, erojako;2268
2237;1285;3–2;Perintö;Pesänjako, erojako;2268
2756;1285;3–2;Perintö;Pesänjako, erojako;2268
634;1086;1–4;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2271
634;460;1–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2271
1086;460;4–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2271
1537;1526;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2272
1537;2723;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2272
1537;2870;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2272
1537;2523;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2272
1526;2723;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2272
1526;2870;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2272
1526;2523;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2272
2723;2870;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2272
2723;2523;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2272
2870;2523;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2272
1999;1711;1–1;Hallinto- ja ilmoitusasiat;Verotus;2273
1999;2580;1–2;Hallinto- ja ilmoitusasiat;Verotus;2273
1711;2580;1–2;Hallinto- ja ilmoitusasiat;Verotus;2273
589;3163;1–5;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
589;2600;1–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
589;1931;1–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
589;2709;1–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
589;3172;1–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
3163;2600;5–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
3163;1931;5–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
3163;2709;5–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
3163;3172;5–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
2600;1931;2–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
2600;2709;2–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
2600;3172;2–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
1931;2709;2–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
1931;3172;2–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
2709;3172;2–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2274
134;1215;5–2;Seksuaalirikokset;Yksinkertainen tai molemminpuolinen huoruus;2275
134;2158;5–2;Seksuaalirikokset;Yksinkertainen tai molemminpuolinen huoruus;2275
1215;2158;2–2;Seksuaalirikokset;Yksinkertainen tai molemminpuolinen huoruus;2275
3393;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2276
3393;864;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2276
3393;1771;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2276
3393;460;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2276
3261;864;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2276
3261;1771;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2276
3261;460;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2276
864;1771;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2276
864;460;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2276
1771;460;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2276
1931;293;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
1931;111;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
1931;147;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
1931;21;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
1931;1964;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
1931;3268;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
1931;3280;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
293;111;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
293;147;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
293;21;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
293;1964;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
293;3268;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
293;3280;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
111;147;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
111;21;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
111;1964;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
111;3268;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
111;3280;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
147;21;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
147;1964;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
147;3268;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
147;3280;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
21;1964;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
21;3268;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
21;3280;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
1964;3268;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
1964;3280;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
3268;3280;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2277
496;225;1–5;Väkivalta;Tappo;2280
496;510;1–5;Väkivalta;Tappo;2280
496;2028;1–5;Väkivalta;Tappo;2280
496;520;1–5;Väkivalta;Tappo;2280
496;507;1–5;Väkivalta;Tappo;2280
496;1712;1–5;Väkivalta;Tappo;2280
496;2546;1–5;Väkivalta;Tappo;2280
496;1316;1–4;Väkivalta;Tappo;2280
496;498;1–4;Väkivalta;Tappo;2280
496;512;1–2;Väkivalta;Tappo;2280
225;510;5–5;Väkivalta;Tappo;2280
225;2028;5–5;Väkivalta;Tappo;2280
225;520;5–5;Väkivalta;Tappo;2280
225;507;5–5;Väkivalta;Tappo;2280
225;1712;5–5;Väkivalta;Tappo;2280
225;2546;5–5;Väkivalta;Tappo;2280
225;1316;5–4;Väkivalta;Tappo;2280
225;498;5–4;Väkivalta;Tappo;2280
225;512;5–2;Väkivalta;Tappo;2280
510;2028;5–5;Väkivalta;Tappo;2280
510;520;5–5;Väkivalta;Tappo;2280
510;507;5–5;Väkivalta;Tappo;2280
510;1712;5–5;Väkivalta;Tappo;2280
510;2546;5–5;Väkivalta;Tappo;2280
510;1316;5–4;Väkivalta;Tappo;2280
510;498;5–4;Väkivalta;Tappo;2280
510;512;5–2;Väkivalta;Tappo;2280
2028;520;5–5;Väkivalta;Tappo;2280
2028;507;5–5;Väkivalta;Tappo;2280
2028;1712;5–5;Väkivalta;Tappo;2280
2028;2546;5–5;Väkivalta;Tappo;2280
2028;1316;5–4;Väkivalta;Tappo;2280
2028;498;5–4;Väkivalta;Tappo;2280
2028;512;5–2;Väkivalta;Tappo;2280
520;507;5–5;Väkivalta;Tappo;2280
520;1712;5–5;Väkivalta;Tappo;2280
520;2546;5–5;Väkivalta;Tappo;2280
520;1316;5–4;Väkivalta;Tappo;2280
520;498;5–4;Väkivalta;Tappo;2280
520;512;5–2;Väkivalta;Tappo;2280
507;1712;5–5;Väkivalta;Tappo;2280
507;2546;5–5;Väkivalta;Tappo;2280
507;1316;5–4;Väkivalta;Tappo;2280
507;498;5–4;Väkivalta;Tappo;2280
507;512;5–2;Väkivalta;Tappo;2280
1712;2546;5–5;Väkivalta;Tappo;2280
1712;1316;5–4;Väkivalta;Tappo;2280
1712;498;5–4;Väkivalta;Tappo;2280
1712;512;5–2;Väkivalta;Tappo;2280
2546;1316;5–4;Väkivalta;Tappo;2280
2546;498;5–4;Väkivalta;Tappo;2280
2546;512;5–2;Väkivalta;Tappo;2280
1316;498;4–4;Väkivalta;Tappo;2280
1316;512;4–2;Väkivalta;Tappo;2280
498;512;4–2;Väkivalta;Tappo;2280
589;3381;1–3;Varkausrikokset;Omavaltainen pantti;2281
589;859;1–2;Varkausrikokset;Omavaltainen pantti;2281
3381;859;3–2;Varkausrikokset;Omavaltainen pantti;2281
539;149;1–5;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2282
539;602;1–5;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2282
539;710;1–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2282
149;602;5–5;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2282
149;710;5–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2282
602;710;5–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2282
3394;512;1–5;Varkausrikokset;Omavaltainen pantti;2283
3394;2994;1–2;Varkausrikokset;Omavaltainen pantti;2283
3394;1900;1–2;Varkausrikokset;Omavaltainen pantti;2283
512;2994;5–2;Varkausrikokset;Omavaltainen pantti;2283
512;1900;5–2;Varkausrikokset;Omavaltainen pantti;2283
2994;1900;2–2;Varkausrikokset;Omavaltainen pantti;2283
188;2924;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2284
2249;2158;1–2;Perintö;Syytinkisopimus/Pojaksiotto;2285
443;417;1–3;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2286
443;439;1–3;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2286
443;428;1–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2286
417;439;3–3;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2286
417;428;3–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2286
439;428;3–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2286
441;392;1–2;Väkivalta;Pahoinpitely;2287
722;2757;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2290
3282;2757;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2291
3214;2799;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2292
3172;276;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2294
423;149;1–5;Sotilaat;Sotilaan palkkaan ja ylläpitoon liittyvät asiat;2295
423;1852;1–2;Sotilaat;Sotilaan palkkaan ja ylläpitoon liittyvät asiat;2295
149;1852;5–2;Sotilaat;Sotilaan palkkaan ja ylläpitoon liittyvät asiat;2295
1541;1538;1–2;Vahingonkorvaukset;Kotieläinten vahingot;2296
1541;1520;1–2;Vahingonkorvaukset;Kotieläinten vahingot;2296
1538;1520;2–2;Vahingonkorvaukset;Kotieläinten vahingot;2296
2150;1469;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2297
1749;2893;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2298
2893;1753;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2299
2893;1121;1–2;Maanhallinta ja nautinta;Tilan tai tontin hallinta;2300
2842;2631;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
2842;1796;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
2842;3261;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
2842;668;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
2842;1196;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
2842;1712;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
2842;2014;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
2631;1796;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
2631;3261;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
2631;668;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
2631;1196;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
2631;1712;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
2631;2014;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
1796;3261;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
1796;668;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
1796;1196;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
1796;1712;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
1796;2014;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
3261;668;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
3261;1196;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
3261;1712;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
3261;2014;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
668;1196;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
668;1712;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
668;2014;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
1196;1712;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
1196;2014;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
1712;2014;5–5;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2302
2858;2723;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2303
2858;1541;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2303
2858;1538;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2303
2723;1541;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2303
2723;1538;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2303
1541;1538;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2303
3271;1086;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2304
3271;2760;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2304
1086;2760;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2304
1652;2971;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
1652;2058;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
1652;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
1652;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
1652;1181;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
2971;2058;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
2971;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
2971;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
2971;1181;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
2058;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
2058;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
2058;1181;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
2723;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
2723;1181;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
2631;1181;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2306
2474;871;5–2;Muut rikokset;Muut sekalaiset rikokset;2307
2580;2028;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2580;2750;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2580;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2580;1196;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2580;6;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2580;1349;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2580;1796;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2580;2523;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2580;668;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2028;2750;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2028;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2028;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2028;6;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2028;1349;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2028;1796;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2028;2523;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2028;668;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2750;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2750;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2750;6;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2750;1349;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2750;1796;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2750;2523;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2750;668;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
3261;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
3261;6;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
3261;1349;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
3261;1796;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
3261;2523;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
3261;668;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
1196;6;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
1196;1349;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
1196;1796;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
1196;2523;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
1196;668;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
6;1349;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
6;1796;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
6;2523;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
6;668;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
1349;1796;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
1349;2523;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
1349;668;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
1796;2523;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
1796;668;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
2523;668;2–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2308
710;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
710;1196;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
710;591;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
710;203;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
710;796;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
710;177;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
710;3395;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
668;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
668;591;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
668;203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
668;796;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
668;177;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
668;3395;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
1196;591;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
1196;203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
1196;796;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
1196;177;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
1196;3395;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
591;203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
591;796;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
591;177;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
591;3395;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
203;796;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
203;177;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
203;3395;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
796;177;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
796;3395;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
177;3395;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2309
2003;1984;1–1;Perintö;Pesänjako, erojako;2311
642;2967;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2312
642;2817;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2312
642;2523;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2312
2967;2817;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2312
2967;2523;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2312
2817;2523;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2312
759;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2313
759;871;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2313
759;2185;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2313
668;871;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2313
668;2185;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2313
871;2185;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2313
2185;2756;1–4;Haasteen laiminlyönti;Poissaolo käräjiltä;2314
2185;1454;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2314
2756;1454;4–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2314
629;2058;1–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2315
629;207;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2315
2058;207;4–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2315
207;629;1–2;Perintö;Ilmoitus tai riita perinnöstä;2316
642;2967;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2317
642;879;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2317
642;3196;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2317
642;3200;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2317
2967;879;5–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2317
2967;3196;5–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2317
2967;3200;5–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2317
879;3196;5–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2317
879;3200;5–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2317
3196;3200;2–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2317
1657;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
1657;2523;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
1657;836;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
1657;2971;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
1657;2723;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
2631;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
2631;836;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
2631;2971;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2318
